letter_id	letter_title	authority	ms_id	id repository	repository	settlement	idno	locus	creation	date	author_id	author	author_VIAF_URL	author_certainty	place_id	lat	lon	place	place_GeoName_URL	place_certainty	recipient_id	recipient	recipient_BNF_URL
CoEg_Mariette_1875-09-12	Le 12 septembre 1875, de Boulogne-sur-Mer, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 484-485	1875-09-12	12 September 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000035	50.72556	1.61389	Boulogne-sur-Mer	https://www.geonames.org/6439391		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-09-17	Le 17 septembre 1875, de Boulogne-sur-Mer, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 488	1875-09-17	17 September 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000035	50.72556	1.61389	Boulogne-sur-Mer	https://www.geonames.org/6439391		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-09-22	Le 22 septembre 1875, de Boulogne-sur-Mer, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 489-490	1875-09-22	22 September 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000035	50.72556	1.61389	Boulogne-sur-Mer	https://www.geonames.org/6439391		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-10-02	Le 2 octobre 1875, de Boulogne-sur-Mer, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 492-493	1875-10-02	2 October 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000035	50.72556	1.61389	Boulogne-sur-Mer	https://www.geonames.org/6439391		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-10-18	Le 18 octobre 1875, de Paris, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 496	1875-10-18	18 October 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000002	48.856944444444	2.3513888888889	Paris	http://www.geonames.org/2988507		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-10-31	Le 31 octobre 1875, de Boulaq, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 497-498	1875-10-31	31 October 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000029	30.053	31.23	Boulaq	https://www.geonames.org/358683		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-10-xx	Vers le 8 octobre 1875, de Paris, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 494	'1875-10	1875-10-xx	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000002	48.856944444444	2.3513888888889	Paris	http://www.geonames.org/2988507		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-03-13	Le 13 mars 1876, de Boulaq, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 504-505	1876-03-13	13 March 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000029	30.053	31.23	Boulaq	https://www.geonames.org/358683		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-04-30	Le 30 avril 1876, de Boulogne-sur-Mer, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	127-130	1876-04-30	30 April 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000035	50.72556	1.61389	Boulogne-sur-Mer	https://www.geonames.org/6439391	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1876-05-20	Le 20 mai 1876, de Boulaq, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 511-512	1876-05-20	20 May 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000029	30.053	31.23	Boulaq	https://www.geonames.org/358683		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-07-01	Le 1er juillet 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 515-516	1876-07-01	1 July 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-07-02	Le 2 juillet 1876, de Pont-de-Briques, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	131	1876-07-02	2 July 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1876-07-05	Le 5 juillet 1876, de Pont-de-Briques, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	132-133	1876-07-05	5 July 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1876-07-19	Le 19 juillet 1876, de Pont-de-Briques, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	134-135	1876-07-19	19 July 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1876-07-20	Le 20 juillet 1876, de Pont-de-Briques, à Daninos	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 519-520	1876-07-20	20 July 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000513	Daninos Pacha, Albert	
CoEg_Mariette_1876-07-21	Le 21 juillet 1876, de Pont-de-Briques, à Chabas	Thomas Lebée	CoEg_Mariette_ms_004	CoEg_org_00000004	Institut de France	Paris	Ms. 2587	381-384	18xx-07-21	18xx-07-21	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000316	Chabas, François	https://catalogue.bnf.fr/ark:/12148/cb12335105s
CoEg_Mariette_1876-07-25	Le 25 juillet 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 521-522	1876-07-25	25 July 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-07-30	Le 30 juillet 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 525	1876-07-30	30 July 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-08-02	Le 2 août 1876, de Pont-de-Briques, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	136	1876-08-02	2 August 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1876-08-02b	Le 2 août 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 526	1876-08-02	2 August 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-08-21	Le 21 août 1876, de Paris, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 529-530	1876-08-21	21 August 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000002	48.856944444444	2.3513888888889	Paris	http://www.geonames.org/2988507		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-08-29	Le 29 août 1876, de Pont-de-Briques, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	137-138	1876-08-29	29 August 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1876-09-05	Le 5 septembre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 536-537	1876-09-05	5 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-09-10	Le 10 septembre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 538-539	1876-09-10	10 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-09-15	Le 15 septembre 1876 (?), de Pont-de-Briques, peut-être à Champfleury	Thomas Lebée	CoEg_Mariette_ms_018	CoEg_org_00000074	Institut national d'histoire de l'art	Paris	BCMN ms. 530	Fos 3-4	18xx-09-15	18xx-09-15	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000473	Champfleury (Husson dit), Jules	https://catalogue.bnf.fr/ark:/12148/cb11895986s
CoEg_Mariette_1876-09-15b	Le 15 septembre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fo 542	1876-09-15	15 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-09-16	Le 16 septembre 1876, de Pont-de-Briques, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	139-140	1876-09-16	16 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1876-09-16b	Le 16 septembre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 544	1876-09-16	16 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-09-16c	Le 16 septembre 1876, de Pont-de-Briques, à Maspero (2)	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 545-546	1876-09-16	16 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-09-20	Le 20 septembre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 548-550	1876-09-20	20 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-09-21	Le 21 septembre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 551-552	1876-09-21	21 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-09-27	Le 27 septembre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 553-554	1876-09-27	27 September 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-10-04	Le 4 octobre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fo 559	1876-10-04	4 October 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-10-12	Le 12 octobre 1876, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 560	1876-10-12	12 October 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1876-11-12	Le 12 novembre 1876, de Boulaq, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 557-558	1876-11-12	12 November 1876	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000029	30.053	31.23	Boulaq	https://www.geonames.org/358683		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-02-10	Le 10 février 1877, de Louqsor, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 565-566	1877-02-10	10 February 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000162	25.696944	32.642222	Louqsor	https://www.geonames.org/360502		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-03-12	Le 12 mars 1877, de Boulaq, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 567-568	1877-03-12	12 March 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000029	30.053	31.23	Boulaq	https://www.geonames.org/358683		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-05-18	Le 18 mai 1877, de Pont-de-Briques, à Chabas	Thomas Lebée	CoEg_Mariette_ms_004	CoEg_org_00000004	Institut de France	Paris	Ms. 2588	324-327	1877-05-18	18 May 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000316	Chabas, François	https://catalogue.bnf.fr/ark:/12148/cb12335105s
CoEg_Mariette_1877-06-06	Le 6 juin 1877, de Pont-de-Briques, vraisemblablement à Pierret	Thomas Lebée	CoEg_Mariette_ms_021	CoEg_org_00000024	Archives nationales	Pierrefitte-sur-Seine		n. p.	1877-06-06	6 June 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000443	Pierret, Paul	https://catalogue.bnf.fr/ark:/12148/cb102852107
CoEg_Mariette_1877-06-06b	Le 6 juin 1877, de Pont-de-Briques, vraisemblablement à Maisonneuve	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 570-571	1877-06-06	6 June 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000412	Maisonneuve	
CoEg_Mariette_1877-06-13	Le 13 juin 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 572-573	1877-06-13	13 June 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-07-28	Le 28 juillet 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fo 574	1877-07-28	28 July 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-07-31	Le 31 juillet 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fo 575	1877-07-31	31 July 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-08-01	Le 1er août 1877, de Paris, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 576	1877-08-01	1 August 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000002	48.856944444444	2.3513888888889	Paris	http://www.geonames.org/2988507		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-09-22	Le 22 septembre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 579	1877-09-22	22 September 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-09-27	Le 27 septembre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 580-581	1877-09-27	27 September 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-09-xx	En septembre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 577-578	'1877-09	1877-09-xx	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-10-26	Le 26 octobre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fo 582	1877-10-26	26 October 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-10-27	Le 27 octobre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 583-585	1877-10-27	27 October 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-11-12	Le 12 novembre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 586-587	1877-11-12	12 November 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-11-16	Le 16 novembre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 590-591	1877-11-16	16 November 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-11-17	Le 17 novembre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 588-589	1877-11-17	17 November 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-11-26	Le 26 novembre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 592-593	1877-11-26	26 November 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1877-12-18	Le 18 décembre 1877, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 594-595	1877-12-18	18 December 1877	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1878-01-03	Le 3 janvier 1878, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 596-597	1878-01-03	3 January 1878	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1878-01-10	Le 10 janvier 1878, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fo 598	1878-01-10	10 January 1878	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1878-03-02	Le 2 mars 1878, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 599-600	1878-03-02	2 March 1878	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1878-03-28	Le 28 mars 1878, de Pont-de-Briques, à Gaillardot	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fos 507-508	1878-03-28	28 March 1878	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000277	Gaillardot, Charles	
