letter_id	letter_title	authority	ms_id	id repository	repository	settlement	idno	locus	creation	date	author_id	author	author_VIAF_URL	author_certainty	place_id	lat	lon	place	place_GeoName_URL	place_certainty	recipient_id	recipient	recipient_BNF_URL
CoEg_Mariette_1874-08-17	Le 17 août 1874, de Pont-de-Briques, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	120-122	1874-04-17	17 April 1874	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1874-08-28	Le 28 août 1874, de Pont-de-Briques, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 465	1874-08-28	28 August 1874	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000133	50.681667	1.625833	Pont-de-Briques	https://www.geonames.org/2980283		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1874-10-07	Le 7 octobre 1874, de Paris, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 468	1874-10-07	7 October 1874	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000002	48.856944444444	2.3513888888889	Paris	http://www.geonames.org/2988507		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-02-28	Le 28 février 1875, de Boulaq, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 471-472	1875-02-28	28 February 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000029	30.053	31.23	Boulaq	https://www.geonames.org/358683		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-03-24	Le 24 mars 1875, de Girga, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 473-474	1875-03-24	24 March 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000175	26.341944	31.889444	Girga	https://www.geonames.org/355026		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-04-27	Le 27 avril 1875, de Boulaq, à Gaillardot	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 477-478	1875-04-27	27 April 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000029	30.053	31.23	Boulaq	https://www.geonames.org/358683		CoEg_pers_00000277	Gaillardot, Charles	
CoEg_Mariette_1875-06-06	Le 6 juin 1875, de Boulaq, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	fos 479-480	1875-06-06	6 June 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000029	30.053	31.23	Boulaq	https://www.geonames.org/358683		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-07-08	Le 8 juillet 1875, de Boulogne-sur-Mer, à Maspero	Thomas Lebée	CoEg_Mariette_ms_028	CoEg_org_00000004	Institut de France	Paris	ms. 4030	Fo 481	1875-07-08	8 July 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000035	50.72556	1.61389	Boulogne-sur-Mer	https://www.geonames.org/6439391		CoEg_pers_00000291	Maspero, Gaston	
CoEg_Mariette_1875-07-12	Le 12 juillet 1875, de Boulogne-sur-Mer, à Desjardins	Thomas Lebée	CoEg_Mariette_ms_003	CoEg_org_00000026	Bibliothèque nationale de France	Paris	NAF 11669	125-126	1875-07-12	12 July 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000035	50.72556	1.61389	Boulogne-sur-Mer	https://www.geonames.org/6439391	certain	CoEg_pers_00000244	Desjardins, Ernest	https://catalogue.bnf.fr/ark:/12148/cb13003254s
CoEg_Mariette_1875-07-18	Le 18 juillet 1875, de Boulogne-sur-Mer, à Chabas	Thomas Lebée	CoEg_Mariette_ms_004	CoEg_org_00000004	Institut de France	Paris	Ms. 2586	603-606	1875-07-18	18 July 1875	CoEg_pers_00000001	Mariette [Pacha], Auguste	https://viaf.org/viaf/2521520	certain	CoEg_place_00000035	50.72556	1.61389	Boulogne-sur-Mer	https://www.geonames.org/6439391	certain	CoEg_pers_00000316	Chabas, François	https://catalogue.bnf.fr/ark:/12148/cb12335105s
